"","trial","subject","offer_A","RT","offer_B","is_choice_A","choice","subject_original_id"
"757",757,12,2,0.663,5,0,5,"69e112f785f66398ad4436bf"
"758",758,12,6,1.981,5,1,6,"69e112f785f66398ad4436bf"
"759",759,12,8,1.303,5,1,8,"69e112f785f66398ad4436bf"
"760",760,12,2,1.137,5,0,5,"69e112f785f66398ad4436bf"
"761",761,12,6,1.222,5,1,6,"69e112f785f66398ad4436bf"
"762",762,12,7,2.066,5,1,7,"69e112f785f66398ad4436bf"
"763",763,12,3,1.403,5,0,5,"69e112f785f66398ad4436bf"
"764",764,12,4,2.047,5,0,5,"69e112f785f66398ad4436bf"
"765",765,12,8,1.163,5,1,8,"69e112f785f66398ad4436bf"
"766",766,12,4,1.801,5,1,4,"69e112f785f66398ad4436bf"
"767",767,12,8,0.47,5,1,8,"69e112f785f66398ad4436bf"
"768",768,12,4,2.28,5,0,5,"69e112f785f66398ad4436bf"
"769",769,12,3,1.345,5,0,5,"69e112f785f66398ad4436bf"
"770",770,12,3,1.969,5,1,3,"69e112f785f66398ad4436bf"
"771",771,12,2,1.692,5,0,5,"69e112f785f66398ad4436bf"
"772",772,12,6,2.238,5,1,6,"69e112f785f66398ad4436bf"
"773",773,12,7,1.558,5,1,7,"69e112f785f66398ad4436bf"
"774",774,12,7,1.247,5,1,7,"69e112f785f66398ad4436bf"
"775",775,12,3,0.964,5,0,5,"69e112f785f66398ad4436bf"
"776",776,12,2,1.225,5,0,5,"69e112f785f66398ad4436bf"
"777",777,12,8,0.954,5,1,8,"69e112f785f66398ad4436bf"
"778",778,12,4,1.333,5,0,5,"69e112f785f66398ad4436bf"
"779",779,12,8,1.283,5,1,8,"69e112f785f66398ad4436bf"
"780",780,12,6,2.01,5,0,5,"69e112f785f66398ad4436bf"
"781",781,12,3,1.806,5,0,5,"69e112f785f66398ad4436bf"
"782",782,12,4,2.063,5,0,5,"69e112f785f66398ad4436bf"
"783",783,12,4,1.339,5,0,5,"69e112f785f66398ad4436bf"
"784",784,12,3,1.231,5,0,5,"69e112f785f66398ad4436bf"
"785",785,12,6,1.001,5,1,6,"69e112f785f66398ad4436bf"
"786",786,12,8,1.033,5,1,8,"69e112f785f66398ad4436bf"
"787",787,12,7,1.088,5,0,5,"69e112f785f66398ad4436bf"
"788",788,12,7,0.732,5,1,7,"69e112f785f66398ad4436bf"
"789",789,12,2,0.745,5,0,5,"69e112f785f66398ad4436bf"
"790",790,12,6,1.305,5,1,6,"69e112f785f66398ad4436bf"
"791",791,12,7,1.587,5,1,7,"69e112f785f66398ad4436bf"
"792",792,13,7,0.707,5,0,5,"69e142b895d9393cd23ec58d"
"793",793,13,7,2.817,5,1,7,"69e142b895d9393cd23ec58d"
"794",794,13,4,1.956,5,0,5,"69e142b895d9393cd23ec58d"
"795",795,13,7,2.474,5,1,7,"69e142b895d9393cd23ec58d"
"796",796,13,2,1.441,5,0,5,"69e142b895d9393cd23ec58d"
"797",797,13,6,2.051,5,1,6,"69e142b895d9393cd23ec58d"
"798",798,13,8,2.503,5,1,8,"69e142b895d9393cd23ec58d"
"799",799,13,2,2.624,5,0,5,"69e142b895d9393cd23ec58d"
"800",800,13,3,3.087,5,1,3,"69e142b895d9393cd23ec58d"
"801",801,13,3,1.86,5,0,5,"69e142b895d9393cd23ec58d"
"802",802,13,3,2.142,5,0,5,"69e142b895d9393cd23ec58d"
"803",803,13,2,3.055,5,0,5,"69e142b895d9393cd23ec58d"
"804",804,13,6,1.716,5,0,5,"69e142b895d9393cd23ec58d"
"805",805,13,6,1.495,5,1,6,"69e142b895d9393cd23ec58d"
"806",806,13,4,1.836,5,1,4,"69e142b895d9393cd23ec58d"
"807",807,13,8,1.772,5,1,8,"69e142b895d9393cd23ec58d"
"808",808,13,2,1.986,5,0,5,"69e142b895d9393cd23ec58d"
"809",809,13,4,3.273,5,0,5,"69e142b895d9393cd23ec58d"
"810",810,13,3,1.797,5,0,5,"69e142b895d9393cd23ec58d"
"811",811,13,3,2.889,5,1,3,"69e142b895d9393cd23ec58d"
"812",812,13,7,2.355,5,0,5,"69e142b895d9393cd23ec58d"
"813",813,13,7,2.751,5,1,7,"69e142b895d9393cd23ec58d"
"814",814,13,2,3.263,5,0,5,"69e142b895d9393cd23ec58d"
"815",815,13,4,1.68,5,1,4,"69e142b895d9393cd23ec58d"
"816",816,13,6,3.367,5,1,6,"69e142b895d9393cd23ec58d"
"817",817,13,8,1.977,5,1,8,"69e142b895d9393cd23ec58d"
"818",818,13,8,1.965,5,1,8,"69e142b895d9393cd23ec58d"
"819",819,13,6,1.218,5,1,6,"69e142b895d9393cd23ec58d"
"820",820,13,6,2.166,5,0,5,"69e142b895d9393cd23ec58d"
"821",821,13,2,1.961,5,0,5,"69e142b895d9393cd23ec58d"
"822",822,13,4,1.859,5,0,5,"69e142b895d9393cd23ec58d"
"823",823,13,7,2.399,5,1,7,"69e142b895d9393cd23ec58d"
"824",824,13,6,1.289,5,0,5,"69e142b895d9393cd23ec58d"
"825",825,13,7,1.289,5,0,5,"69e142b895d9393cd23ec58d"
"826",826,13,3,1.621,5,0,5,"69e142b895d9393cd23ec58d"
"827",827,13,3,1.579,5,0,5,"69e142b895d9393cd23ec58d"
"828",828,13,8,2.431,5,1,8,"69e142b895d9393cd23ec58d"
"829",829,13,4,1.999,5,1,4,"69e142b895d9393cd23ec58d"
"830",830,13,4,1.596,5,0,5,"69e142b895d9393cd23ec58d"
"831",831,13,7,1.821,5,1,7,"69e142b895d9393cd23ec58d"
"832",832,13,8,1.358,5,0,5,"69e142b895d9393cd23ec58d"
"833",833,13,2,1.06,5,0,5,"69e142b895d9393cd23ec58d"
"834",834,13,2,1.036,5,0,5,"69e142b895d9393cd23ec58d"
"835",835,13,6,1.486,5,1,6,"69e142b895d9393cd23ec58d"
"836",836,13,2,0.989,5,0,5,"69e142b895d9393cd23ec58d"
"837",837,13,3,1.25,5,0,5,"69e142b895d9393cd23ec58d"
"838",838,13,6,1.002,5,0,5,"69e142b895d9393cd23ec58d"
"839",839,13,6,1.752,5,1,6,"69e142b895d9393cd23ec58d"
"840",840,13,4,2.621,5,0,5,"69e142b895d9393cd23ec58d"
"841",841,13,6,2.133,5,0,5,"69e142b895d9393cd23ec58d"
"842",842,13,4,1.79,5,1,4,"69e142b895d9393cd23ec58d"
"843",843,13,3,1.196,5,0,5,"69e142b895d9393cd23ec58d"
"844",844,13,2,1.959,5,0,5,"69e142b895d9393cd23ec58d"
"845",845,13,8,0.845,5,0,5,"69e142b895d9393cd23ec58d"
"846",846,13,8,1.344,5,0,5,"69e142b895d9393cd23ec58d"
"847",847,13,7,0.963,5,1,7,"69e142b895d9393cd23ec58d"
"848",848,13,7,1.129,5,1,7,"69e142b895d9393cd23ec58d"
"849",849,13,3,0.952,5,1,3,"69e142b895d9393cd23ec58d"
"850",850,13,7,1.822,5,1,7,"69e142b895d9393cd23ec58d"
"851",851,13,4,1.39,5,0,5,"69e142b895d9393cd23ec58d"
"852",852,13,2,1.246,5,0,5,"69e142b895d9393cd23ec58d"
"853",853,13,6,1.415,5,1,6,"69e142b895d9393cd23ec58d"
"854",854,13,2,1.42,5,0,5,"69e142b895d9393cd23ec58d"
"855",855,13,8,1.073,5,0,5,"69e142b895d9393cd23ec58d"
"856",856,13,7,0.99,5,1,7,"69e142b895d9393cd23ec58d"
"857",857,13,6,1.142,5,0,5,"69e142b895d9393cd23ec58d"
"858",858,13,4,1.189,5,1,4,"69e142b895d9393cd23ec58d"
"859",859,13,8,1.607,5,1,8,"69e142b895d9393cd23ec58d"
"860",860,13,6,1.914,5,0,5,"69e142b895d9393cd23ec58d"
"861",861,13,2,1.584,5,0,5,"69e142b895d9393cd23ec58d"
"862",862,13,2,1.763,5,0,5,"69e142b895d9393cd23ec58d"
"863",863,13,3,1.193,5,0,5,"69e142b895d9393cd23ec58d"
"864",864,13,8,1.845,5,1,8,"69e142b895d9393cd23ec58d"
"865",865,13,6,0.953,5,0,5,"69e142b895d9393cd23ec58d"
"866",866,13,4,1.964,5,0,5,"69e142b895d9393cd23ec58d"
"867",867,13,3,1.384,5,0,5,"69e142b895d9393cd23ec58d"
"868",868,13,7,1.067,5,0,5,"69e142b895d9393cd23ec58d"
"869",869,13,4,1.508,5,0,5,"69e142b895d9393cd23ec58d"
"870",870,13,3,1.23,5,1,3,"69e142b895d9393cd23ec58d"
"871",871,13,2,0.925,5,0,5,"69e142b895d9393cd23ec58d"
"872",872,13,6,1.33,5,0,5,"69e142b895d9393cd23ec58d"
"873",873,13,4,1.095,5,0,5,"69e142b895d9393cd23ec58d"
"874",874,13,8,1.693,5,1,8,"69e142b895d9393cd23ec58d"
"875",875,13,3,1.487,5,0,5,"69e142b895d9393cd23ec58d"
"876",876,13,8,1.188,5,1,8,"69e142b895d9393cd23ec58d"
"877",877,13,7,1.644,5,0,5,"69e142b895d9393cd23ec58d"
"878",878,13,3,2.552,5,0,5,"69e142b895d9393cd23ec58d"
"879",879,13,2,1.684,5,0,5,"69e142b895d9393cd23ec58d"
"880",880,13,2,1.37,5,0,5,"69e142b895d9393cd23ec58d"
"881",881,13,6,0.964,5,0,5,"69e142b895d9393cd23ec58d"
"882",882,13,7,1.485,5,1,7,"69e142b895d9393cd23ec58d"
"883",883,13,4,1.961,5,0,5,"69e142b895d9393cd23ec58d"
"884",884,13,8,1.028,5,0,5,"69e142b895d9393cd23ec58d"
"885",885,13,3,1.639,5,0,5,"69e142b895d9393cd23ec58d"
"886",886,13,6,1.19,5,0,5,"69e142b895d9393cd23ec58d"
"887",887,13,8,1.24,5,1,8,"69e142b895d9393cd23ec58d"
"888",888,13,4,1.386,5,1,4,"69e142b895d9393cd23ec58d"
"889",889,13,8,2.956,5,1,8,"69e142b895d9393cd23ec58d"
"890",890,13,7,1.404,5,1,7,"69e142b895d9393cd23ec58d"
"891",891,13,4,1.386,5,0,5,"69e142b895d9393cd23ec58d"
"892",892,13,3,1.75,5,0,5,"69e142b895d9393cd23ec58d"
"893",893,13,8,1.161,5,1,8,"69e142b895d9393cd23ec58d"
"894",894,13,7,1.29,5,0,5,"69e142b895d9393cd23ec58d"
"895",895,13,2,1.926,5,0,5,"69e142b895d9393cd23ec58d"
"896",896,13,2,1.264,5,0,5,"69e142b895d9393cd23ec58d"
"897",897,13,7,2.687,5,1,7,"69e142b895d9393cd23ec58d"
"898",898,13,6,1.023,5,0,5,"69e142b895d9393cd23ec58d"
"899",899,13,3,1.6,5,1,3,"69e142b895d9393cd23ec58d"
"900",900,13,4,0.864,5,0,5,"69e142b895d9393cd23ec58d"
"901",901,13,6,1.11,5,1,6,"69e142b895d9393cd23ec58d"
"902",902,13,8,1.658,5,1,8,"69e142b895d9393cd23ec58d"
"903",903,13,7,1.095,5,1,7,"69e142b895d9393cd23ec58d"
"904",904,13,4,1.086,5,1,4,"69e142b895d9393cd23ec58d"
"905",905,13,2,2.286,5,1,2,"69e142b895d9393cd23ec58d"
"906",906,13,4,3.35,5,1,4,"69e142b895d9393cd23ec58d"
"907",907,13,2,2.901,5,0,5,"69e142b895d9393cd23ec58d"
"908",908,13,8,1.206,5,0,5,"69e142b895d9393cd23ec58d"
"909",909,13,7,0.746,5,0,5,"69e142b895d9393cd23ec58d"
"910",910,13,8,1.079,5,0,5,"69e142b895d9393cd23ec58d"
"911",911,13,6,1.753,5,0,5,"69e142b895d9393cd23ec58d"
"912",912,13,7,2.889,5,1,7,"69e142b895d9393cd23ec58d"
"913",913,13,4,1.958,5,0,5,"69e142b895d9393cd23ec58d"
"914",914,13,6,0.713,5,0,5,"69e142b895d9393cd23ec58d"
"915",915,13,3,1.047,5,0,5,"69e142b895d9393cd23ec58d"
"916",916,13,3,1.231,5,0,5,"69e142b895d9393cd23ec58d"
"917",917,13,3,1.448,5,0,5,"69e142b895d9393cd23ec58d"
"918",918,13,6,1.085,5,0,5,"69e142b895d9393cd23ec58d"
"919",919,14,3,1.368,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"920",920,14,8,2.986,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"921",921,14,8,2.84,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"922",922,14,6,2.565,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"923",923,14,7,1.986,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"924",924,14,2,3.294,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"925",925,14,4,4.234,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
"926",926,14,8,1.44,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"927",927,14,3,3.537,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"928",928,14,2,1.997,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"929",929,14,7,2.053,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"930",930,14,6,4.947,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"931",931,14,2,2.297,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"932",932,14,3,3.022,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"933",933,14,4,3.51,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
"934",934,14,7,2.814,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"935",935,14,6,2.804,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"936",936,14,8,1.842,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"937",937,14,3,2.555,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
"938",938,14,2,2.027,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"939",939,14,8,1.69,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"940",940,14,7,1.325,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"941",941,14,4,1.673,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
"942",942,14,7,2.167,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"943",943,14,8,2.277,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"944",944,14,3,3.357,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"945",945,14,2,2.19,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"946",946,14,3,3.463,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"947",947,14,2,3.562,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"948",948,14,6,3.086,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"949",949,14,6,2.387,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"950",950,14,4,3.989,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"951",951,14,7,2.096,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"952",952,14,7,2.185,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"953",953,14,2,1.253,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"954",954,14,7,3.819,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"955",955,14,3,2.484,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"956",956,14,6,4.874,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"957",957,14,8,4.166,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"958",958,14,4,1.646,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"959",959,14,6,2.92,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"960",960,14,6,1.419,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"961",961,14,4,2.323,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"962",962,14,7,3.026,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"963",963,14,3,1.899,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"964",964,14,3,2.735,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"965",965,14,8,2.187,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"966",966,14,2,2.104,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"967",967,14,4,2.728,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"968",968,14,6,1.536,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"969",969,14,8,2.757,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"970",970,14,7,4.471,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"971",971,14,8,3.266,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"972",972,14,3,4.937,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"973",973,14,7,3.191,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"974",974,14,7,4.203,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"975",975,14,2,2.775,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
"976",976,14,6,2.754,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"977",977,14,4,1.863,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
"978",978,14,4,2.888,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"979",979,14,6,2.623,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"980",980,14,3,1.918,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"981",981,14,4,3.043,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"982",982,14,2,0.793,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"983",983,14,7,1.032,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"984",984,14,7,1.335,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"985",985,14,2,1.412,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"986",986,14,4,1.976,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"987",987,14,6,1.268,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"988",988,14,8,1.626,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"989",989,14,6,2.546,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"990",990,14,8,2.181,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"991",991,14,8,1.8,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"992",992,14,2,1.344,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"993",993,14,4,2.625,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
"994",994,14,3,2.407,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
"995",995,14,3,2.05,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
"996",996,14,6,1.333,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"997",997,14,3,1.196,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
"998",998,14,6,1.188,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"999",999,14,8,1.005,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"1000",1000,14,2,1.4,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1001",1001,14,2,1.234,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1002",1002,14,6,2.03,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1003",1003,14,6,1.343,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"1004",1004,14,7,1.656,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"1005",1005,14,3,1.483,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1006",1006,14,4,4.046,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
"1007",1007,14,3,1.582,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
"1008",1008,14,7,1.88,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"1009",1009,14,7,2.466,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1010",1010,14,2,1.725,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1011",1011,14,4,1.415,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1012",1012,14,3,2.256,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1013",1013,14,8,1.439,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"1014",1014,14,8,2.014,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"1015",1015,14,2,1.022,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1016",1016,14,7,1.422,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"1017",1017,14,3,0.978,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1018",1018,14,2,1.214,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1019",1019,14,4,2.873,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1020",1020,14,3,2.356,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1021",1021,14,8,1.227,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"1022",1022,14,6,1.942,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"1023",1023,14,3,1.62,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
"1024",1024,14,8,2.314,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"1025",1025,14,6,1.534,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"1026",1026,14,4,2.616,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1027",1027,14,7,2.394,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"1028",1028,14,8,1.589,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"1029",1029,14,4,3.165,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1030",1030,14,6,1.429,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"1031",1031,14,8,1.248,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1032",1032,14,8,1.321,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"1033",1033,14,7,1.746,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"1034",1034,14,4,2.644,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
"1035",1035,14,7,3.393,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
"1036",1036,14,2,3.235,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1037",1037,14,6,3.347,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"1038",1038,14,3,1.817,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1039",1039,14,6,1.491,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
"1040",1040,14,8,1.725,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
"1041",1041,14,4,2.908,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1042",1042,14,6,2.07,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1043",1043,14,7,2.493,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1044",1044,14,2,1.77,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1045",1045,14,3,2.694,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
"1046",1046,15,8,1.508,5,1,8,"69e7bc846cba08f9ba801f73"
"1047",1047,15,6,1.38,5,1,6,"69e7bc846cba08f9ba801f73"
"1048",1048,15,4,1.35,5,0,5,"69e7bc846cba08f9ba801f73"
"1049",1049,15,7,1.462,5,1,7,"69e7bc846cba08f9ba801f73"
"1050",1050,15,8,1.323,5,1,8,"69e7bc846cba08f9ba801f73"
"1051",1051,15,2,1.427,5,0,5,"69e7bc846cba08f9ba801f73"
"1052",1052,15,6,1.098,5,1,6,"69e7bc846cba08f9ba801f73"
"1053",1053,15,3,1.251,5,0,5,"69e7bc846cba08f9ba801f73"
"1054",1054,15,4,1.445,5,1,4,"69e7bc846cba08f9ba801f73"
"1055",1055,15,2,0.912,5,0,5,"69e7bc846cba08f9ba801f73"
"1056",1056,15,7,1.234,5,1,7,"69e7bc846cba08f9ba801f73"
"1057",1057,15,6,1.813,5,1,6,"69e7bc846cba08f9ba801f73"
"1058",1058,15,3,1.154,5,0,5,"69e7bc846cba08f9ba801f73"
"1059",1059,15,7,0.698,5,1,7,"69e7bc846cba08f9ba801f73"
"1060",1060,15,8,1.048,5,1,8,"69e7bc846cba08f9ba801f73"
"1061",1061,15,2,0.884,5,0,5,"69e7bc846cba08f9ba801f73"
"1062",1062,15,4,1.653,5,0,5,"69e7bc846cba08f9ba801f73"
"1063",1063,15,3,1.239,5,0,5,"69e7bc846cba08f9ba801f73"
"1064",1064,15,4,1.502,5,1,4,"69e7bc846cba08f9ba801f73"
"1065",1065,15,8,0.961,5,1,8,"69e7bc846cba08f9ba801f73"
"1066",1066,15,6,1.144,5,1,6,"69e7bc846cba08f9ba801f73"
"1067",1067,15,6,1.414,5,1,6,"69e7bc846cba08f9ba801f73"
"1068",1068,15,2,0.868,5,0,5,"69e7bc846cba08f9ba801f73"
"1069",1069,15,3,1.253,5,0,5,"69e7bc846cba08f9ba801f73"
"1070",1070,15,4,1.037,5,0,5,"69e7bc846cba08f9ba801f73"
"1071",1071,15,3,0.829,5,0,5,"69e7bc846cba08f9ba801f73"
"1072",1072,15,4,1.006,5,1,4,"69e7bc846cba08f9ba801f73"
"1073",1073,15,8,0.951,5,1,8,"69e7bc846cba08f9ba801f73"
"1074",1074,15,2,0.692,5,0,5,"69e7bc846cba08f9ba801f73"
"1075",1075,15,7,1.284,5,1,7,"69e7bc846cba08f9ba801f73"
"1076",1076,15,6,1.455,5,0,5,"69e7bc846cba08f9ba801f73"
"1077",1077,15,7,1.009,5,1,7,"69e7bc846cba08f9ba801f73"
"1078",1078,15,8,0.948,5,0,5,"69e7bc846cba08f9ba801f73"
"1079",1079,15,7,0.653,5,1,7,"69e7bc846cba08f9ba801f73"
"1080",1080,15,3,1.882,5,0,5,"69e7bc846cba08f9ba801f73"
"1081",1081,15,3,1.18,5,0,5,"69e7bc846cba08f9ba801f73"
"1082",1082,15,4,0.806,5,0,5,"69e7bc846cba08f9ba801f73"
"1083",1083,15,4,1.112,5,1,4,"69e7bc846cba08f9ba801f73"
"1084",1084,15,2,1.467,5,1,2,"69e7bc846cba08f9ba801f73"
"1085",1085,15,7,1.276,5,1,7,"69e7bc846cba08f9ba801f73"
"1086",1086,15,2,0.775,5,0,5,"69e7bc846cba08f9ba801f73"
"1087",1087,15,7,0.816,5,1,7,"69e7bc846cba08f9ba801f73"
"1088",1088,15,7,0.679,5,1,7,"69e7bc846cba08f9ba801f73"
"1089",1089,15,2,0.64,5,0,5,"69e7bc846cba08f9ba801f73"
"1090",1090,15,4,0.714,5,0,5,"69e7bc846cba08f9ba801f73"
"1091",1091,15,6,0.868,5,1,6,"69e7bc846cba08f9ba801f73"
"1092",1092,15,8,1.582,5,1,8,"69e7bc846cba08f9ba801f73"
"1093",1093,15,6,0.821,5,0,5,"69e7bc846cba08f9ba801f73"
"1094",1094,15,8,1.253,5,1,8,"69e7bc846cba08f9ba801f73"
"1095",1095,15,3,1.615,5,1,3,"69e7bc846cba08f9ba801f73"
"1096",1096,15,4,1.596,5,0,5,"69e7bc846cba08f9ba801f73"
"1097",1097,15,4,1.559,5,1,4,"69e7bc846cba08f9ba801f73"
"1098",1098,15,7,2.149,5,0,5,"69e7bc846cba08f9ba801f73"
"1099",1099,15,2,1.9,5,0,5,"69e7bc846cba08f9ba801f73"
"1100",1100,15,3,1.75,5,0,5,"69e7bc846cba08f9ba801f73"
"1101",1101,15,7,1.194,5,1,7,"69e7bc846cba08f9ba801f73"
"1102",1102,15,7,1.527,5,0,5,"69e7bc846cba08f9ba801f73"
"1103",1103,15,2,1.075,5,0,5,"69e7bc846cba08f9ba801f73"
"1104",1104,15,3,1.035,5,0,5,"69e7bc846cba08f9ba801f73"
"1105",1105,15,4,1.621,5,1,4,"69e7bc846cba08f9ba801f73"
"1106",1106,15,3,0.829,5,0,5,"69e7bc846cba08f9ba801f73"
"1107",1107,15,6,0.938,5,1,6,"69e7bc846cba08f9ba801f73"
"1108",1108,15,2,1.472,5,0,5,"69e7bc846cba08f9ba801f73"
"1109",1109,15,6,1.175,5,1,6,"69e7bc846cba08f9ba801f73"
