"","subject","trial","offer.1","offer.2","u1","u2","choice_prob","choice"
"930",10,30,1,6,-0.1,0.5,0.354343693774205,1
"931",10,31,1,2,-0.1,0.1,0.450166002687522,1
"932",10,32,6,1,0.5,-0.1,0.645656306225795,1
"933",10,33,5,4,-0.5,-0.4,0.47502081252106,2
"934",10,34,2,6,0.1,0.5,0.401312339887548,1
"935",10,35,5,2,-0.5,0.1,0.354343693774205,2
"936",10,36,5,2,-0.5,0.1,0.354343693774205,2
"937",10,37,1,3,-0.1,0.6,0.331812227831834,1
"938",10,38,6,4,0.5,-0.4,0.710949502625004,2
"939",10,39,2,4,0.1,-0.4,0.622459331201855,1
"940",10,40,3,5,0.6,-0.5,0.750260105595118,1
"941",10,41,4,5,-0.4,-0.5,0.52497918747894,1
"942",10,42,3,2,0.6,0.1,0.622459331201855,1
"943",10,43,1,6,-0.1,0.5,0.354343693774205,1
"944",10,44,4,2,-0.4,0.1,0.377540668798145,2
"945",10,45,5,2,-0.5,0.1,0.354343693774205,1
"946",10,46,3,4,0.6,-0.4,0.731058578630005,1
"947",10,47,3,5,0.6,-0.5,0.750260105595118,1
"948",10,48,6,1,0.5,-0.1,0.645656306225795,1
"949",10,49,6,5,0.5,-0.5,0.731058578630005,1
"950",10,50,5,6,-0.5,0.5,0.268941421369995,1
"951",10,51,3,6,0.6,0.5,0.52497918747894,1
"952",10,52,4,3,-0.4,0.6,0.268941421369995,2
"953",10,53,2,5,0.1,-0.5,0.645656306225795,1
"954",10,54,6,5,0.5,-0.5,0.731058578630005,1
"955",10,55,6,3,0.5,0.6,0.47502081252106,1
"956",10,56,3,5,0.6,-0.5,0.750260105595118,1
"957",10,57,2,5,0.1,-0.5,0.645656306225795,2
"958",10,58,3,1,0.6,-0.1,0.668187772168166,2
"959",10,59,3,6,0.6,0.5,0.52497918747894,2
"960",10,60,4,2,-0.4,0.1,0.377540668798145,2
"961",10,61,1,3,-0.1,0.6,0.331812227831834,2
"962",10,62,6,5,0.5,-0.5,0.731058578630005,1
"963",10,63,5,2,-0.5,0.1,0.354343693774205,1
"964",10,64,1,6,-0.1,0.5,0.354343693774205,2
"965",10,65,2,3,0.1,0.6,0.377540668798145,2
"966",10,66,2,1,0.1,-0.1,0.549833997312478,1
"967",10,67,5,2,-0.5,0.1,0.354343693774205,2
"968",10,68,2,4,0.1,-0.4,0.622459331201855,2
"969",10,69,4,6,-0.4,0.5,0.289050497374996,2
"970",10,70,3,1,0.6,-0.1,0.668187772168166,1
"971",10,71,4,5,-0.4,-0.5,0.52497918747894,1
"972",10,72,4,6,-0.4,0.5,0.289050497374996,2
"973",10,73,6,3,0.5,0.6,0.47502081252106,1
"974",10,74,5,6,-0.5,0.5,0.268941421369995,2
"975",10,75,3,4,0.6,-0.4,0.731058578630005,1
"976",10,76,5,1,-0.5,-0.1,0.401312339887548,2
"977",10,77,5,3,-0.5,0.6,0.249739894404882,2
"978",10,78,3,2,0.6,0.1,0.622459331201855,2
"979",10,79,3,5,0.6,-0.5,0.750260105595118,2
"980",10,80,3,5,0.6,-0.5,0.750260105595118,2
"981",10,81,5,4,-0.5,-0.4,0.47502081252106,1
"982",10,82,3,2,0.6,0.1,0.622459331201855,1
"983",10,83,2,5,0.1,-0.5,0.645656306225795,1
"984",10,84,5,4,-0.5,-0.4,0.47502081252106,2
"985",10,85,4,2,-0.4,0.1,0.377540668798145,1
"986",10,86,1,6,-0.1,0.5,0.354343693774205,2
"987",10,87,6,2,0.5,0.1,0.598687660112452,2
"988",10,88,4,2,-0.4,0.1,0.377540668798145,1
"989",10,89,6,5,0.5,-0.5,0.731058578630005,1
"990",10,90,5,2,-0.5,0.1,0.354343693774205,1
"991",10,91,6,3,0.5,0.6,0.47502081252106,2
"992",10,92,5,4,-0.5,-0.4,0.47502081252106,2
"993",10,93,6,3,0.5,0.6,0.47502081252106,1
"994",10,94,4,6,-0.4,0.5,0.289050497374996,2
"995",10,95,2,6,0.1,0.5,0.401312339887548,1
"996",10,96,4,6,-0.4,0.5,0.289050497374996,1
"997",10,97,1,6,-0.1,0.5,0.354343693774205,2
"998",10,98,6,2,0.5,0.1,0.598687660112452,1
"999",10,99,1,2,-0.1,0.1,0.450166002687522,1
"1000",10,100,3,2,0.6,0.1,0.622459331201855,1
