"trial","subject","offer_A","RT","offer_B","is_choice_A","choice","subject_original_id"
825,13,7,1.289,5,0,5,"69e142b895d9393cd23ec58d"
826,13,3,1.621,5,1,3,"69e142b895d9393cd23ec58d"
827,13,3,1.579,5,1,3,"69e142b895d9393cd23ec58d"
828,13,8,2.431,5,0,5,"69e142b895d9393cd23ec58d"
829,13,4,1.999,5,0,5,"69e142b895d9393cd23ec58d"
830,13,4,1.596,5,1,4,"69e142b895d9393cd23ec58d"
831,13,7,1.821,5,0,5,"69e142b895d9393cd23ec58d"
832,13,8,1.358,5,0,5,"69e142b895d9393cd23ec58d"
833,13,2,1.06,5,0,5,"69e142b895d9393cd23ec58d"
834,13,2,1.036,5,0,5,"69e142b895d9393cd23ec58d"
835,13,6,1.486,5,0,5,"69e142b895d9393cd23ec58d"
836,13,2,0.989,5,1,2,"69e142b895d9393cd23ec58d"
837,13,3,1.25,5,0,5,"69e142b895d9393cd23ec58d"
838,13,6,1.002,5,1,6,"69e142b895d9393cd23ec58d"
839,13,6,1.752,5,0,5,"69e142b895d9393cd23ec58d"
840,13,4,2.621,5,0,5,"69e142b895d9393cd23ec58d"
841,13,6,2.133,5,0,5,"69e142b895d9393cd23ec58d"
842,13,4,1.79,5,1,4,"69e142b895d9393cd23ec58d"
843,13,3,1.196,5,1,3,"69e142b895d9393cd23ec58d"
844,13,2,1.959,5,0,5,"69e142b895d9393cd23ec58d"
845,13,8,0.845,5,1,8,"69e142b895d9393cd23ec58d"
846,13,8,1.344,5,1,8,"69e142b895d9393cd23ec58d"
847,13,7,0.963,5,0,5,"69e142b895d9393cd23ec58d"
848,13,7,1.129,5,0,5,"69e142b895d9393cd23ec58d"
849,13,3,0.952,5,0,5,"69e142b895d9393cd23ec58d"
850,13,7,1.822,5,0,5,"69e142b895d9393cd23ec58d"
851,13,4,1.39,5,1,4,"69e142b895d9393cd23ec58d"
852,13,2,1.246,5,0,5,"69e142b895d9393cd23ec58d"
853,13,6,1.415,5,0,5,"69e142b895d9393cd23ec58d"
854,13,2,1.42,5,0,5,"69e142b895d9393cd23ec58d"
855,13,8,1.073,5,1,8,"69e142b895d9393cd23ec58d"
856,13,7,0.99,5,0,5,"69e142b895d9393cd23ec58d"
857,13,6,1.142,5,0,5,"69e142b895d9393cd23ec58d"
858,13,4,1.189,5,0,5,"69e142b895d9393cd23ec58d"
859,13,8,1.607,5,1,8,"69e142b895d9393cd23ec58d"
860,13,6,1.914,5,0,5,"69e142b895d9393cd23ec58d"
861,13,2,1.584,5,0,5,"69e142b895d9393cd23ec58d"
862,13,2,1.763,5,1,2,"69e142b895d9393cd23ec58d"
863,13,3,1.193,5,0,5,"69e142b895d9393cd23ec58d"
864,13,8,1.845,5,0,5,"69e142b895d9393cd23ec58d"
865,13,6,0.953,5,0,5,"69e142b895d9393cd23ec58d"
866,13,4,1.964,5,0,5,"69e142b895d9393cd23ec58d"
867,13,3,1.384,5,1,3,"69e142b895d9393cd23ec58d"
868,13,7,1.067,5,0,5,"69e142b895d9393cd23ec58d"
869,13,4,1.508,5,1,4,"69e142b895d9393cd23ec58d"
870,13,3,1.23,5,0,5,"69e142b895d9393cd23ec58d"
871,13,2,0.925,5,0,5,"69e142b895d9393cd23ec58d"
872,13,6,1.33,5,0,5,"69e142b895d9393cd23ec58d"
873,13,4,1.095,5,1,4,"69e142b895d9393cd23ec58d"
874,13,8,1.693,5,1,8,"69e142b895d9393cd23ec58d"
875,13,3,1.487,5,1,3,"69e142b895d9393cd23ec58d"
876,13,8,1.188,5,1,8,"69e142b895d9393cd23ec58d"
877,13,7,1.644,5,1,7,"69e142b895d9393cd23ec58d"
878,13,3,2.552,5,0,5,"69e142b895d9393cd23ec58d"
879,13,2,1.684,5,0,5,"69e142b895d9393cd23ec58d"
880,13,2,1.37,5,1,2,"69e142b895d9393cd23ec58d"
881,13,6,0.964,5,1,6,"69e142b895d9393cd23ec58d"
882,13,7,1.485,5,0,5,"69e142b895d9393cd23ec58d"
883,13,4,1.961,5,0,5,"69e142b895d9393cd23ec58d"
884,13,8,1.028,5,0,5,"69e142b895d9393cd23ec58d"
885,13,3,1.639,5,1,3,"69e142b895d9393cd23ec58d"
886,13,6,1.19,5,0,5,"69e142b895d9393cd23ec58d"
887,13,8,1.24,5,0,5,"69e142b895d9393cd23ec58d"
888,13,4,1.386,5,1,4,"69e142b895d9393cd23ec58d"
889,13,8,2.956,5,1,8,"69e142b895d9393cd23ec58d"
890,13,7,1.404,5,1,7,"69e142b895d9393cd23ec58d"
891,13,4,1.386,5,1,4,"69e142b895d9393cd23ec58d"
892,13,3,1.75,5,1,3,"69e142b895d9393cd23ec58d"
893,13,8,1.161,5,0,5,"69e142b895d9393cd23ec58d"
894,13,7,1.29,5,0,5,"69e142b895d9393cd23ec58d"
895,13,2,1.926,5,0,5,"69e142b895d9393cd23ec58d"
896,13,2,1.264,5,0,5,"69e142b895d9393cd23ec58d"
897,13,7,2.687,5,1,7,"69e142b895d9393cd23ec58d"
898,13,6,1.023,5,0,5,"69e142b895d9393cd23ec58d"
899,13,3,1.6,5,1,3,"69e142b895d9393cd23ec58d"
900,13,4,0.864,5,0,5,"69e142b895d9393cd23ec58d"
901,13,6,1.11,5,0,5,"69e142b895d9393cd23ec58d"
902,13,8,1.658,5,0,5,"69e142b895d9393cd23ec58d"
903,13,7,1.095,5,0,5,"69e142b895d9393cd23ec58d"
904,13,4,1.086,5,1,4,"69e142b895d9393cd23ec58d"
905,13,2,2.286,5,1,2,"69e142b895d9393cd23ec58d"
906,13,4,3.35,5,0,5,"69e142b895d9393cd23ec58d"
907,13,2,2.901,5,1,2,"69e142b895d9393cd23ec58d"
908,13,8,1.206,5,0,5,"69e142b895d9393cd23ec58d"
909,13,7,0.746,5,0,5,"69e142b895d9393cd23ec58d"
910,13,8,1.079,5,1,8,"69e142b895d9393cd23ec58d"
911,13,6,1.753,5,0,5,"69e142b895d9393cd23ec58d"
912,13,7,2.889,5,1,7,"69e142b895d9393cd23ec58d"
913,13,4,1.958,5,0,5,"69e142b895d9393cd23ec58d"
914,13,6,0.713,5,1,6,"69e142b895d9393cd23ec58d"
915,13,3,1.047,5,0,5,"69e142b895d9393cd23ec58d"
916,13,3,1.231,5,1,3,"69e142b895d9393cd23ec58d"
917,13,3,1.448,5,0,5,"69e142b895d9393cd23ec58d"
918,13,6,1.085,5,0,5,"69e142b895d9393cd23ec58d"
919,14,3,1.368,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
920,14,8,2.986,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
921,14,8,2.84,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
922,14,6,2.565,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
923,14,7,1.986,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
924,14,2,3.294,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
925,14,4,4.234,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
926,14,8,1.44,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
927,14,3,3.537,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
928,14,2,1.997,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
929,14,7,2.053,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
930,14,6,4.947,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
931,14,2,2.297,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
932,14,3,3.022,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
933,14,4,3.51,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
934,14,7,2.814,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
935,14,6,2.804,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
936,14,8,1.842,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
937,14,3,2.555,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
938,14,2,2.027,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
939,14,8,1.69,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
940,14,7,1.325,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
941,14,4,1.673,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
942,14,7,2.167,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
943,14,8,2.277,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
944,14,3,3.357,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
945,14,2,2.19,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
946,14,3,3.463,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
947,14,2,3.562,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
948,14,6,3.086,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
949,14,6,2.387,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
950,14,4,3.989,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
951,14,7,2.096,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
952,14,7,2.185,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
953,14,2,1.253,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
954,14,7,3.819,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
955,14,3,2.484,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
956,14,6,4.874,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
957,14,8,4.166,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
958,14,4,1.646,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
959,14,6,2.92,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
960,14,6,1.419,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
961,14,4,2.323,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
962,14,7,3.026,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
963,14,3,1.899,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
964,14,3,2.735,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
965,14,8,2.187,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
966,14,2,2.104,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
967,14,4,2.728,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
968,14,6,1.536,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
969,14,8,2.757,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
970,14,7,4.471,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
971,14,8,3.266,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
972,14,3,4.937,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
973,14,7,3.191,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
974,14,7,4.203,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
975,14,2,2.775,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
976,14,6,2.754,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
977,14,4,1.863,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
978,14,4,2.888,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
979,14,6,2.623,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
980,14,3,1.918,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
981,14,4,3.043,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
982,14,2,0.793,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
983,14,7,1.032,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
984,14,7,1.335,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
985,14,2,1.412,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
986,14,4,1.976,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
987,14,6,1.268,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
988,14,8,1.626,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
989,14,6,2.546,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
990,14,8,2.181,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
991,14,8,1.8,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
992,14,2,1.344,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
993,14,4,2.625,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
994,14,3,2.407,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
995,14,3,2.05,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
996,14,6,1.333,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
997,14,3,1.196,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
998,14,6,1.188,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
999,14,8,1.005,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1000,14,2,1.4,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
1001,14,2,1.234,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1002,14,6,2.03,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
1003,14,6,1.343,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
1004,14,7,1.656,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
1005,14,3,1.483,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
1006,14,4,4.046,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
1007,14,3,1.582,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
1008,14,7,1.88,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
1009,14,7,2.466,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
1010,14,2,1.725,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1011,14,4,1.415,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
1012,14,3,2.256,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
1013,14,8,1.439,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1014,14,8,2.014,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1015,14,2,1.022,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
1016,14,7,1.422,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1017,14,3,0.978,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1018,14,2,1.214,5,1,2,"69e3fcb057c5f6b0cb34a3c0"
1019,14,4,2.873,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1020,14,3,2.356,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
1021,14,8,1.227,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1022,14,6,1.942,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
1023,14,3,1.62,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1024,14,8,2.314,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
1025,14,6,1.534,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1026,14,4,2.616,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1027,14,7,2.394,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1028,14,8,1.589,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
1029,14,4,3.165,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1030,14,6,1.429,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
1031,14,8,1.248,5,1,8,"69e3fcb057c5f6b0cb34a3c0"
1032,14,8,1.321,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1033,14,7,1.746,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
1034,14,4,2.644,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
1035,14,7,3.393,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
1036,14,2,3.235,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1037,14,6,3.347,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1038,14,3,1.817,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
1039,14,6,1.491,5,1,6,"69e3fcb057c5f6b0cb34a3c0"
1040,14,8,1.725,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1041,14,4,2.908,5,1,4,"69e3fcb057c5f6b0cb34a3c0"
1042,14,6,2.07,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1043,14,7,2.493,5,1,7,"69e3fcb057c5f6b0cb34a3c0"
1044,14,2,1.77,5,0,5,"69e3fcb057c5f6b0cb34a3c0"
1045,14,3,2.694,5,1,3,"69e3fcb057c5f6b0cb34a3c0"
1046,15,8,1.508,5,1,8,"69e7bc846cba08f9ba801f73"
1047,15,6,1.38,5,0,5,"69e7bc846cba08f9ba801f73"
1048,15,4,1.35,5,1,4,"69e7bc846cba08f9ba801f73"
1049,15,7,1.462,5,0,5,"69e7bc846cba08f9ba801f73"
1050,15,8,1.323,5,1,8,"69e7bc846cba08f9ba801f73"
1051,15,2,1.427,5,1,2,"69e7bc846cba08f9ba801f73"
1052,15,6,1.098,5,1,6,"69e7bc846cba08f9ba801f73"
1053,15,3,1.251,5,1,3,"69e7bc846cba08f9ba801f73"
1054,15,4,1.445,5,1,4,"69e7bc846cba08f9ba801f73"
1055,15,2,0.912,5,1,2,"69e7bc846cba08f9ba801f73"
1056,15,7,1.234,5,1,7,"69e7bc846cba08f9ba801f73"
1057,15,6,1.813,5,0,5,"69e7bc846cba08f9ba801f73"
1058,15,3,1.154,5,0,5,"69e7bc846cba08f9ba801f73"
1059,15,7,0.698,5,0,5,"69e7bc846cba08f9ba801f73"
1060,15,8,1.048,5,1,8,"69e7bc846cba08f9ba801f73"
1061,15,2,0.884,5,0,5,"69e7bc846cba08f9ba801f73"
1062,15,4,1.653,5,0,5,"69e7bc846cba08f9ba801f73"
1063,15,3,1.239,5,0,5,"69e7bc846cba08f9ba801f73"
1064,15,4,1.502,5,1,4,"69e7bc846cba08f9ba801f73"
1065,15,8,0.961,5,1,8,"69e7bc846cba08f9ba801f73"
1066,15,6,1.144,5,1,6,"69e7bc846cba08f9ba801f73"
1067,15,6,1.414,5,1,6,"69e7bc846cba08f9ba801f73"
1068,15,2,0.868,5,0,5,"69e7bc846cba08f9ba801f73"
1069,15,3,1.253,5,0,5,"69e7bc846cba08f9ba801f73"
1070,15,4,1.037,5,0,5,"69e7bc846cba08f9ba801f73"
1071,15,3,0.829,5,1,3,"69e7bc846cba08f9ba801f73"
1072,15,4,1.006,5,0,5,"69e7bc846cba08f9ba801f73"
1073,15,8,0.951,5,1,8,"69e7bc846cba08f9ba801f73"
1074,15,2,0.692,5,0,5,"69e7bc846cba08f9ba801f73"
1075,15,7,1.284,5,0,5,"69e7bc846cba08f9ba801f73"
1076,15,6,1.455,5,0,5,"69e7bc846cba08f9ba801f73"
1077,15,7,1.009,5,0,5,"69e7bc846cba08f9ba801f73"
1078,15,8,0.948,5,0,5,"69e7bc846cba08f9ba801f73"
1079,15,7,0.653,5,0,5,"69e7bc846cba08f9ba801f73"
1080,15,3,1.882,5,0,5,"69e7bc846cba08f9ba801f73"
1081,15,3,1.18,5,0,5,"69e7bc846cba08f9ba801f73"
1082,15,4,0.806,5,1,4,"69e7bc846cba08f9ba801f73"
1083,15,4,1.112,5,0,5,"69e7bc846cba08f9ba801f73"
1084,15,2,1.467,5,0,5,"69e7bc846cba08f9ba801f73"
1085,15,7,1.276,5,1,7,"69e7bc846cba08f9ba801f73"
1086,15,2,0.775,5,0,5,"69e7bc846cba08f9ba801f73"
1087,15,7,0.816,5,0,5,"69e7bc846cba08f9ba801f73"
1088,15,7,0.679,5,0,5,"69e7bc846cba08f9ba801f73"
1089,15,2,0.64,5,1,2,"69e7bc846cba08f9ba801f73"
1090,15,4,0.714,5,1,4,"69e7bc846cba08f9ba801f73"
1091,15,6,0.868,5,0,5,"69e7bc846cba08f9ba801f73"
1092,15,8,1.582,5,1,8,"69e7bc846cba08f9ba801f73"
1093,15,6,0.821,5,1,6,"69e7bc846cba08f9ba801f73"
1094,15,8,1.253,5,1,8,"69e7bc846cba08f9ba801f73"
1095,15,3,1.615,5,1,3,"69e7bc846cba08f9ba801f73"
1096,15,4,1.596,5,0,5,"69e7bc846cba08f9ba801f73"
1097,15,4,1.559,5,0,5,"69e7bc846cba08f9ba801f73"
1098,15,7,2.149,5,0,5,"69e7bc846cba08f9ba801f73"
1099,15,2,1.9,5,1,2,"69e7bc846cba08f9ba801f73"
1100,15,3,1.75,5,0,5,"69e7bc846cba08f9ba801f73"
1101,15,7,1.194,5,1,7,"69e7bc846cba08f9ba801f73"
1102,15,7,1.527,5,0,5,"69e7bc846cba08f9ba801f73"
1103,15,2,1.075,5,0,5,"69e7bc846cba08f9ba801f73"
1104,15,3,1.035,5,0,5,"69e7bc846cba08f9ba801f73"
1105,15,4,1.621,5,1,4,"69e7bc846cba08f9ba801f73"
1106,15,3,0.829,5,1,3,"69e7bc846cba08f9ba801f73"
1107,15,6,0.938,5,1,6,"69e7bc846cba08f9ba801f73"
1108,15,2,1.472,5,0,5,"69e7bc846cba08f9ba801f73"
1109,15,6,1.175,5,1,6,"69e7bc846cba08f9ba801f73"
1110,15,4,0.999,5,0,5,"69e7bc846cba08f9ba801f73"
1111,15,3,1.052,5,0,5,"69e7bc846cba08f9ba801f73"
1112,15,4,1.176,5,1,4,"69e7bc846cba08f9ba801f73"
1113,15,6,0.655,5,1,6,"69e7bc846cba08f9ba801f73"
1114,15,7,1.004,5,1,7,"69e7bc846cba08f9ba801f73"
1115,15,6,1.02,5,1,6,"69e7bc846cba08f9ba801f73"
1116,15,3,1.029,5,1,3,"69e7bc846cba08f9ba801f73"
1117,15,2,0.93,5,0,5,"69e7bc846cba08f9ba801f73"
1118,15,4,0.86,5,0,5,"69e7bc846cba08f9ba801f73"
1119,15,2,0.984,5,1,2,"69e7bc846cba08f9ba801f73"
1120,15,8,0.984,5,0,5,"69e7bc846cba08f9ba801f73"
1121,15,7,1.184,5,0,5,"69e7bc846cba08f9ba801f73"
1122,15,3,1.025,5,1,3,"69e7bc846cba08f9ba801f73"
1123,15,6,1.734,5,1,6,"69e7bc846cba08f9ba801f73"
1124,15,8,1.282,5,1,8,"69e7bc846cba08f9ba801f73"
1125,15,8,0.723,5,0,5,"69e7bc846cba08f9ba801f73"
1126,15,2,1.391,5,0,5,"69e7bc846cba08f9ba801f73"
1127,15,4,1.824,5,0,5,"69e7bc846cba08f9ba801f73"
1128,15,7,1.383,5,0,5,"69e7bc846cba08f9ba801f73"
1129,15,6,1.402,5,0,5,"69e7bc846cba08f9ba801f73"
1130,15,3,0.757,5,1,3,"69e7bc846cba08f9ba801f73"
1131,15,2,1.042,5,1,2,"69e7bc846cba08f9ba801f73"
1132,15,6,0.927,5,0,5,"69e7bc846cba08f9ba801f73"
1133,15,8,1.196,5,1,8,"69e7bc846cba08f9ba801f73"
1134,15,2,0.674,5,0,5,"69e7bc846cba08f9ba801f73"
1135,15,4,1.214,5,1,4,"69e7bc846cba08f9ba801f73"
1136,15,8,1.289,5,0,5,"69e7bc846cba08f9ba801f73"
1137,15,8,0.673,5,1,8,"69e7bc846cba08f9ba801f73"
1138,15,7,1.387,5,1,7,"69e7bc846cba08f9ba801f73"
1139,15,7,1.245,5,1,7,"69e7bc846cba08f9ba801f73"
1140,15,6,2.147,5,1,6,"69e7bc846cba08f9ba801f73"
1141,15,3,1.543,5,0,5,"69e7bc846cba08f9ba801f73"
1142,15,3,1.335,5,0,5,"69e7bc846cba08f9ba801f73"
1143,15,2,1.134,5,0,5,"69e7bc846cba08f9ba801f73"
1144,15,6,1.425,5,1,6,"69e7bc846cba08f9ba801f73"
1145,15,3,1.162,5,1,3,"69e7bc846cba08f9ba801f73"
1146,15,7,0.929,5,0,5,"69e7bc846cba08f9ba801f73"
1147,15,4,1.245,5,1,4,"69e7bc846cba08f9ba801f73"
1148,15,2,0.724,5,0,5,"69e7bc846cba08f9ba801f73"
1149,15,3,1.121,5,1,3,"69e7bc846cba08f9ba801f73"
1150,15,4,1.018,5,0,5,"69e7bc846cba08f9ba801f73"
1151,15,3,0.9,5,0,5,"69e7bc846cba08f9ba801f73"
1152,15,8,1.264,5,0,5,"69e7bc846cba08f9ba801f73"
1153,15,6,1.192,5,1,6,"69e7bc846cba08f9ba801f73"
1154,15,7,1.215,5,0,5,"69e7bc846cba08f9ba801f73"
1155,15,7,0.904,5,1,7,"69e7bc846cba08f9ba801f73"
1156,15,2,0.602,5,1,2,"69e7bc846cba08f9ba801f73"
1157,15,8,0.589,5,1,8,"69e7bc846cba08f9ba801f73"
1158,15,6,0.708,5,0,5,"69e7bc846cba08f9ba801f73"
1159,15,8,1.311,5,1,8,"69e7bc846cba08f9ba801f73"
1160,15,4,1.332,5,0,5,"69e7bc846cba08f9ba801f73"
1161,15,3,1.889,5,0,5,"69e7bc846cba08f9ba801f73"
1162,15,7,1.244,5,1,7,"69e7bc846cba08f9ba801f73"
1163,15,4,1.506,5,1,4,"69e7bc846cba08f9ba801f73"
1164,15,2,1.106,5,0,5,"69e7bc846cba08f9ba801f73"
1165,15,3,1.245,5,1,3,"69e7bc846cba08f9ba801f73"
1166,15,8,0.692,5,1,8,"69e7bc846cba08f9ba801f73"
1167,15,7,1.078,5,1,7,"69e7bc846cba08f9ba801f73"
1168,15,3,1.483,5,1,3,"69e7bc846cba08f9ba801f73"
1169,15,6,0.688,5,0,5,"69e7bc846cba08f9ba801f73"
1170,15,4,1.158,5,0,5,"69e7bc846cba08f9ba801f73"
1171,15,7,1.153,5,0,5,"69e7bc846cba08f9ba801f73"
1172,15,4,0.779,5,1,4,"69e7bc846cba08f9ba801f73"
1173,15,2,0.61,5,1,2,"69e7bc846cba08f9ba801f73"
1174,15,6,0.653,5,1,6,"69e7bc846cba08f9ba801f73"
1175,15,8,1.037,5,1,8,"69e7bc846cba08f9ba801f73"
1176,15,6,1.772,5,1,6,"69e7bc846cba08f9ba801f73"
1177,15,8,0.815,5,1,8,"69e7bc846cba08f9ba801f73"
1178,16,6,2.453,5,1,6,"69e93862861d83c30bb6e586"
1179,16,6,2.324,5,1,6,"69e93862861d83c30bb6e586"
1180,16,8,2.407,5,0,5,"69e93862861d83c30bb6e586"
1181,16,2,1.581,5,1,2,"69e93862861d83c30bb6e586"
1182,16,6,3.157,5,0,5,"69e93862861d83c30bb6e586"
1183,16,2,2.846,5,1,2,"69e93862861d83c30bb6e586"
1184,16,2,2.484,5,0,5,"69e93862861d83c30bb6e586"
1185,16,8,2.302,5,0,5,"69e93862861d83c30bb6e586"
1186,16,4,2.781,5,0,5,"69e93862861d83c30bb6e586"
1187,16,4,3.232,5,1,4,"69e93862861d83c30bb6e586"
1188,16,8,2.746,5,1,8,"69e93862861d83c30bb6e586"
1189,16,4,2.441,5,1,4,"69e93862861d83c30bb6e586"
1190,16,7,1.858,5,1,7,"69e93862861d83c30bb6e586"
1191,16,3,2.225,5,0,5,"69e93862861d83c30bb6e586"
1192,16,3,1.843,5,0,5,"69e93862861d83c30bb6e586"
1193,16,6,1.8,5,0,5,"69e93862861d83c30bb6e586"
1194,16,2,1.415,5,1,2,"69e93862861d83c30bb6e586"
1195,16,2,1.989,5,1,2,"69e93862861d83c30bb6e586"
1196,16,7,1.375,5,1,7,"69e93862861d83c30bb6e586"
1197,16,4,1.535,5,1,4,"69e93862861d83c30bb6e586"
1198,16,6,2.074,5,1,6,"69e93862861d83c30bb6e586"
1199,16,7,1.704,5,1,7,"69e93862861d83c30bb6e586"
1200,16,4,2.554,5,0,5,"69e93862861d83c30bb6e586"
1201,16,7,2.705,5,0,5,"69e93862861d83c30bb6e586"
1202,16,2,1.844,5,1,2,"69e93862861d83c30bb6e586"
1203,16,3,2.285,5,0,5,"69e93862861d83c30bb6e586"
1204,16,8,2.419,5,0,5,"69e93862861d83c30bb6e586"
1205,16,4,2.84,5,0,5,"69e93862861d83c30bb6e586"
1206,16,8,2.242,5,1,8,"69e93862861d83c30bb6e586"
